0349c3bd1d78d9aa634b66d015f3b3a29cc1ad97	test(qa): 扩展安卓冒烟证据采集
d0a7d29cecc6623241373c58dbfc872c7379d6df	feat(settings): 增加工作区就绪与页面转场
7adce2c8bc2fc4f51761776d1783aa1ab20b6cff	feat(chat): 重设计极简消息气泡
7f7e46e846edd6b2a6c180e1fbac56fbd6e1ccf2	docs(readme): 整理文档入口与品牌资源
6da44d257aa91ec59c7579c15c99c17a2695db46	fix(i18n): 修复首次启动语言来源
4603f34ba4ace3a9746249e67d70e11c5ebd0673	fix(release): 补齐安卓启动背景资源
0f81efc3e6a526f5eac7eca2c7d9fbec9d5bea41	feat(app): 完成应用交互与 Bun 迁移
b438bf7bdda13bc7c18294c1d990b11017d0e19e	chore(gitignore): 收紧本地临时文件规则
729617c1d18decb0fad02dda0f67d83e73f87dd4	feat(provider): 完成运行时路由治理
b8601f234cf203534c450774f4fd82847f2aa5aa	feat(app): 完善工作区治理与运行诊断
750a641c56b0905c004efc9c0b3eeb08eb9ccb8a	fix(release): 发布 1.0.5 体验修复 [skip ci]
247f0de4a3c00119b56240e9425a2ba8a0d01cea	fix(android): 修复模型面板与本地模型下载 [skip ci]
6cf685f8bc1ca89ab802959a5d04a98ea8ec70db	feat(ui): 完成 Isle UI 与交互回归修复 [skip ci]
62f9ae1a60cd541a2475183347ed04fb9c3c4d69	fix(release): 发布 1.0.4 兼容性修复
762c0158dfc6303391111e3445a23facebf246f6	docs(release): 优化 APK 架构说明
1df827d94686ed771f1de294434735b7a1db51d2	fix(release): 优化移动端 APK 下载命名
9b8f466ebb89b24fc306efbd71d5b2f95c4272b4	fix(release): 补齐本地 APK 架构分包构建
e4c6d1b991558b0e98d0d0c4b8d792959a53816a	fix(release): 发布 1.0.3 小版本修复
d6c5a09ec6a7497941d4c59e22aac21dc1d1d0a4	fix(release): 修复多变体 APK 构建清理流程
8e6868fab4b9c92d5c1061e7662723dcb4f85e86	feat(rag): complete agentic rag and release packaging
f01b8a2cd58ce234c2d18c810243569f4f82baeb	chore(release): 切换为手动发布流程
05df33cc5123a5b22f4576a42f1843ac7cc94ab4	fix(app): 改进供应商导入与启动图标
8d564482b63babaa2565e7ba830ba90658ea2f1c	feat(app): 优化导航与供应商配置
9ad826c1825beed1d9d61867849bb2e2ae00150a	feat(providers): 简化供应商管理并同步首页状态
ed03106d8512c0ff98e17f853258f2e9a3e28eb5	feat(ai): 完成多服务商智能配置
5a1b44ce7617d6a5c8d3a6010b40f459fa81753f	chore: refresh CI actions
0a100a9bd90cf4781deaa6ac53c7569837dba3fa	chore: 初始化 IsleMind 1.0.0
